arm,agent_model,user_model,task_id,trial,tau2_seed,arrival_index,pair_index,position_in_pair,orientation,pass,block,success,reward,agent_tokens_completion,agent_tokens_prompt,n_agent_llm_calls,n_assistant_tool_calls,n_assistant_messages,n_user_messages,n_tool_messages,n_messages,duration,agent_generation_seconds,termination_reason,max_steps_hit,error,tokens_source,tokens_estimated_calls,served_models,simulation_id,start_time,end_time,source_file,config_hash
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,11,0,626729,27,14,1,0,2,1,True,1.0,909,75715,12,7,13,12,7,32,77.77218432778736,44.528663749026606,user_stop,False,,usage,0,qwen2.5-7b-instruct,ce56aa74b7d6488c8f58d62711d80dd5,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,12,0,626729,14,7,2,0,1,1,False,0.0,901,77397,13,4,14,13,4,31,54.468900688814635,64.68107549692648,user_stop,False,,usage,0,qwen2.5-7b-instruct,277456d0a78246ddb2df22575b582139,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,13,0,626729,17,9,1,1,1,1,True,1.0,791,57836,10,4,11,10,4,25,292.27620520102124,48.066447973398155,max_steps,True,,usage,0,qwen2.5-7b-instruct,debf6e1de7a14947bb3f3b958b64dec2,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,14,0,626729,49,25,1,1,1,1,False,0.0,578,55582,9,4,10,9,4,23,180.46647305493664,34.13105791377327,max_steps,True,,usage,0,qwen2.5-7b-instruct,64debcc0ebee41e4bfe6c805f1e3e75d,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,15,0,626729,1,1,1,0,2,1,False,0.0,1019,78558,13,4,14,13,4,31,65.74995355649475,62.37194507921344,user_stop,False,,usage,0,qwen2.5-7b-instruct,dbd718903baa4b79963769ca414ce591,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,16,0,626729,3,2,1,1,1,1,False,0.0,898,57008,10,2,11,10,2,23,205.53677457191327,38.577764595138504,user_stop,False,,usage,0,qwen2.5-7b-instruct,4026bf1a5b3e4f8fb8671a551ce87604,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,17,0,626729,42,21,2,1,2,1,True,1.0,393,32616,6,3,7,6,3,16,232.65641323024502,21.05515282658473,user_stop,False,,usage,0,qwen2.5-7b-instruct,a5bfc61bdf2f46dcbb33bd2cca093908,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,18,0,626729,46,23,2,1,2,1,True,1.0,314,28157,5,3,6,5,3,14,244.924982198206,26.66860061131293,user_stop,False,,usage,0,qwen2.5-7b-instruct,aabc6377afc1477dbbacc46afb0a0456,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,19,0,626729,18,9,2,1,2,1,False,0.0,1114,70835,13,8,14,13,8,35,66.25831918300827,69.69909440813825,user_stop,False,,usage,0,qwen2.5-7b-instruct,6d5d9b21b85540f49a7bad5bf6b3c021,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,20,0,626729,4,2,2,1,2,1,True,1.0,706,62620,11,5,12,11,5,28,190.96437633115403,37.98624976110042,user_stop,False,,usage,0,qwen2.5-7b-instruct,e09b764947944eee924949659702c26c,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,21,0,626729,30,15,2,0,1,1,False,0.0,706,49610,8,1,9,8,1,18,46.33186419987871,37.83672166503119,user_stop,False,,usage,0,qwen2.5-7b-instruct,b6e50a3246964b2dbdc5e036e8487c88,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,22,0,626729,16,8,2,0,1,1,False,0.0,604,48103,8,6,9,8,6,23,298.2691778050839,33.46414649227487,user_stop,False,,usage,0,qwen2.5-7b-instruct,994c388ac7fc46d9a5d2009ef1b4a332,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,23,0,626729,29,15,1,0,2,1,False,0.0,342,28521,5,3,6,5,3,14,280.0875434366576,21.450436803190073,user_stop,False,,usage,0,qwen2.5-7b-instruct,ae2484c39121452a86208d9a52368e17,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,24,0,626729,13,7,1,0,2,1,False,0.0,554,45197,8,6,9,8,6,23,160.00014799713688,37.950861765800056,user_stop,False,,usage,0,qwen2.5-7b-instruct,10b5d39b2c2e42c39c9607af801c911e,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,25,0,626729,28,14,2,0,1,1,False,0.0,283,28021,5,2,6,5,2,13,250.63393529158776,22.500179427808177,user_stop,False,,usage,0,qwen2.5-7b-instruct,57745974656d46a8a967f7908009941e,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,26,0,626729,26,13,2,1,2,1,False,0.0,626,54064,9,5,10,9,5,24,229.28701871945123,35.05442869743181,max_steps,True,,usage,0,qwen2.5-7b-instruct,3227949060cd46dea987d05250f0ac47,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,27,0,626729,38,19,2,0,1,1,False,0.0,1115,71943,12,6,13,12,6,31,102.353746267539,58.366523635244825,user_stop,False,,usage,0,qwen2.5-7b-instruct,3286997f971545fc8a6be3587cc79420,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,28,0,626729,23,12,1,1,1,1,False,0.0,472,32175,6,3,7,6,3,16,165.82897451272956,22.273053273986527,user_stop,False,,usage,0,qwen2.5-7b-instruct,3305975392f7474c94d7258e0bcb04d3,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,29,0,626729,34,17,2,0,1,1,False,0.0,800,47451,9,1,10,9,1,20,103.19885810909092,43.203111015915745,user_stop,False,,usage,0,qwen2.5-7b-instruct,3041cef97ea1434c96428be611e1fc42,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,30,0,626729,10,5,2,0,1,1,False,0.0,518,45947,8,3,9,8,3,20,287.5501913737109,31.423634688126814,user_stop,False,,usage,0,qwen2.5-7b-instruct,b2c76b59328545e0a2695579cec97270,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,31,0,626729,15,8,1,0,2,1,True,1.0,201,24061,4,2,5,4,2,11,109.90728170453703,18.351033427078974,user_stop,False,,usage,0,qwen2.5-7b-instruct,7313fc016a0d4b96a07269c9244e3664,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,32,0,626729,41,21,1,1,1,1,False,0.0,813,49768,9,3,10,9,3,22,276.57193151820655,42.00641336314321,user_stop,False,,usage,0,qwen2.5-7b-instruct,231bb3c71adb4bb181821288ed6e3af8,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,33,0,626729,45,23,1,1,1,1,True,1.0,731,59463,11,5,12,11,5,28,203.93508176902802,52.95513666725911,max_steps,True,,usage,0,qwen2.5-7b-instruct,b0a4a7d506e54550adb67f3990b57bb6,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,34,0,626729,43,22,1,0,2,1,False,0.0,462,27883,5,4,6,5,4,15,42.0846360650289,22.645764167591096,user_stop,False,,usage,0,qwen2.5-7b-instruct,a2ce494a6caa44d09cc48ea3409e66d5,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,35,0,626729,37,19,1,0,2,1,True,1.0,430,38798,7,5,8,7,5,20,251.0617165732773,33.216813568605716,user_stop,False,,usage,0,qwen2.5-7b-instruct,497ce1a905c64127b5de5da010b0af24,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,36,0,626729,22,11,2,0,1,1,True,1.0,543,42935,7,4,8,7,4,19,45.70648325725464,30.604027337828168,user_stop,False,,usage,0,qwen2.5-7b-instruct,637d6297f1604c559820b0096bb5fc12,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,37,0,626729,32,16,2,1,2,1,False,0.0,838,66383,12,4,13,12,4,29,123.22838998396023,48.954408175683696,user_stop,False,,usage,0,qwen2.5-7b-instruct,6ef359d163e04540ae236793b2d3cf4e,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,38,0,626729,9,5,1,0,2,1,False,0.0,498,41125,7,3,8,7,3,18,76.12038893542282,26.003578071993513,user_stop,False,,usage,0,qwen2.5-7b-instruct,72e90ad21b294016a17acc02e2d2260b,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,39,0,626729,12,6,2,0,1,1,True,1.0,754,60016,10,3,11,10,3,24,216.63653548860262,45.27982366603892,user_stop,False,,usage,0,qwen2.5-7b-instruct,f72041237d17481bb2c3191c86e59cee,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,40,0,626729,7,4,1,0,2,1,True,1.0,487,32165,6,1,7,6,1,14,126.2462611148269,23.115592215564927,user_stop,False,,usage,0,qwen2.5-7b-instruct,ecd469cd58f24c58af75914e12621e12,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,41,0,626729,25,13,1,1,1,1,True,1.0,924,77316,13,9,14,13,9,36,162.25065815964393,59.93293337832384,user_stop,False,,usage,0,qwen2.5-7b-instruct,00bee2ec000f459b8c8e169fd2e947a3,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,42,0,626729,31,16,1,1,1,1,False,0.0,358,31414,6,2,7,6,2,15,269.64640723229206,20.716191247168037,user_stop,False,,usage,0,qwen2.5-7b-instruct,dc82db6a1037453ea1943235da9ae691,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,43,0,626729,6,3,2,0,1,1,False,0.0,649,55513,10,2,11,10,2,23,183.44999554079558,44.67309639461923,user_stop,False,,usage,0,qwen2.5-7b-instruct,d487974c37cb4507bc859b1fc135634d,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,44,0,626729,35,18,1,1,1,1,False,0.0,469,37222,6,2,7,6,2,15,264.1077511291219,27.499007548970027,max_steps,True,,usage,0,qwen2.5-7b-instruct,be5ff9e3e75d4712956053fa917cbbf1,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,45,0,626729,8,4,2,0,1,1,False,0.0,679,51953,9,1,10,9,1,20,150.61525780946982,41.61552737782069,max_steps,True,,usage,0,qwen2.5-7b-instruct,a0e81100b19d4677a1102cc8f9e7784a,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,46,0,626729,11,6,1,0,2,1,False,0.0,1078,77987,13,5,14,13,5,32,295.1366542038151,62.25769076721932,max_steps,True,,usage,0,qwen2.5-7b-instruct,be21fa81e51344ad837511ad21af4b4f,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,47,0,626729,36,18,2,1,2,1,True,1.0,363,30067,5,1,6,5,1,12,95.67389455977221,24.875953727486685,user_stop,False,,usage,0,qwen2.5-7b-instruct,6c544e90eb1943e2bf7f2251b33a7b8f,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,48,0,626729,33,17,1,0,2,1,True,1.0,751,57906,10,3,11,10,3,24,196.0153625304918,48.67548601368746,user_stop,False,,usage,0,qwen2.5-7b-instruct,599404e2c63e40f7bcaae4bed47fc27b,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,49,0,626729,39,20,1,1,1,1,False,0.0,446,37334,6,2,7,6,2,15,269.75911342078695,21.475079140373253,user_stop,False,,usage,0,qwen2.5-7b-instruct,3c292c70c02643f79f1a4516013a15f4,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,1,1,373753,80,40,2,0,1,2,True,1.0,774,55390,11,4,12,11,4,27,133.64840163366023,52.4897506295383,user_stop,False,,usage,0,qwen2.5-7b-instruct,662322609b604241899e48b1566c1ba7,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,2,1,373753,91,46,1,0,2,2,False,0.0,521,41667,7,3,8,7,3,18,120.70590384812921,37.82867365204456,user_stop,False,,usage,0,qwen2.5-7b-instruct,f9e44b340e564ecb9496a0a00a6739b6,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,3,1,373753,95,48,1,0,2,2,False,0.0,837,70208,12,5,13,12,5,30,80.9638599869215,51.81507191648268,user_stop,False,,usage,0,qwen2.5-7b-instruct,d5b1d3d4fcd34233bb32ca4d3aa1a661,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,4,1,373753,94,47,2,0,1,2,False,0.0,449,50543,9,2,10,9,2,21,281.0579565677365,45.01662747625875,user_stop,False,,usage,0,qwen2.5-7b-instruct,8380ef39419c48a98a48a4228a49d93f,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,5,1,373753,63,32,1,1,1,2,False,0.0,234,21883,4,2,5,4,2,11,115.46838029304946,17.53239118544903,user_stop,False,,usage,0,qwen2.5-7b-instruct,1f84a2752cf54d9dabe019f6e77fb0bc,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
