arm,agent_model,user_model,task_id,trial,tau2_seed,arrival_index,pair_index,position_in_pair,orientation,pass,block,success,reward,agent_tokens_completion,agent_tokens_prompt,n_agent_llm_calls,n_assistant_tool_calls,n_assistant_messages,n_user_messages,n_tool_messages,n_messages,duration,agent_generation_seconds,termination_reason,max_steps_hit,error,tokens_source,tokens_estimated_calls,served_models,simulation_id,start_time,end_time,source_file,config_hash
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,16,0,626729,3,2,1,1,1,1,False,0.0,4034,385195,50,35,51,31,35,117,240.75186974927783,183.05434792023152,max_steps,True,,usage,0,qwen2.5-7b-instruct,493c44d9-d8f6-4c61-a322-3faad6c1efdb,2026-09-18T17:15:40.650465,2026-09-18T17:19:41.408101,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,17,0,626729,42,21,2,1,2,1,False,0.0,712,34093,6,4,7,5,4,16,46.060491000302136,33.10312637407333,user_stop,False,,usage,0,qwen2.5-7b-instruct,51b6942f-4dff-46f3-9ab5-eb8011768836,2026-09-18T17:19:41.480280,2026-09-18T17:20:27.541687,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,18,0,626729,46,23,2,1,2,1,False,0.0,1183,106953,17,7,18,11,7,36,77.44255449995399,54.58121225051582,user_stop,False,,usage,0,qwen2.5-7b-instruct,e7a9e446-6b15-45df-b489-de998fb94982,2026-09-18T17:20:27.792217,2026-09-18T17:21:45.236635,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,19,0,626729,18,9,2,1,2,1,False,0.0,1649,182122,25,10,26,16,10,52,97.99588775075972,79.62841688096523,user_stop,False,,usage,0,qwen2.5-7b-instruct,0c070152-7619-4893-9f22-01a8b4884193,2026-09-18T17:21:45.572954,2026-09-18T17:23:23.571304,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,20,0,626729,4,2,2,1,2,1,False,0.0,3812,250708,33,12,34,22,12,68,227.4721335005015,171.1055474244058,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,e527c6d8-d359-45f6-8d74-42713222e5e3,2026-09-18T17:23:23.845574,2026-09-18T17:27:11.322126,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,21,0,626729,30,15,2,0,1,1,False,0.0,2794,366949,50,20,51,30,20,101,165.69892599992454,128.63107225298882,max_steps,True,,usage,0,qwen2.5-7b-instruct,9c38aa62-0404-4c42-8de8-54adda101d46,2026-09-18T17:27:11.406443,2026-09-18T17:29:57.108137,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,22,0,626729,16,8,2,0,1,1,False,0.0,1373,33088,6,19,7,4,19,30,65.39638712536544,60.407301373779774,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,aa9d52c4-01ae-4795-91cf-228dc43041ed,2026-09-18T17:29:57.191727,2026-09-18T17:31:02.589379,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,23,0,626729,29,15,1,0,2,1,False,0.0,5964,299284,27,18,28,16,18,62,367.6485320413485,306.73912383336574,user_stop,False,,usage,0,qwen2.5-7b-instruct,4a02afbd-29b5-4131-8cc9-317c804e408b,2026-09-18T17:31:02.678794,2026-09-18T17:37:10.332635,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,24,0,626729,13,7,1,0,2,1,False,0.0,3567,123590,15,10,16,6,10,32,211.56602837517858,172.05496883112937,user_stop,False,,usage,0,qwen2.5-7b-instruct,5d476f8e-47b9-4d36-9b91-927c97ede75c,2026-09-18T17:37:10.633299,2026-09-18T17:40:42.202639,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,25,0,626729,28,14,2,0,1,1,False,0.0,1862,97967,13,6,14,8,6,28,116.85506183281541,95.01057628914714,user_stop,False,,usage,0,qwen2.5-7b-instruct,2e9808c3-0ff0-47d8-bf02-aca1d1c12bfa,2026-09-18T17:40:42.532676,2026-09-18T17:42:39.389749,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,26,0,626729,26,13,2,1,2,1,False,0.0,333,43416,8,3,9,6,3,18,24.965718916617334,16.75574562512338,user_stop,False,,usage,0,qwen2.5-7b-instruct,8e0e126f-0aa2-4ea4-ae9a-f2386db393bd,2026-09-18T17:42:39.659275,2026-09-18T17:43:04.625741,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,27,0,626729,38,19,2,0,1,1,True,1.0,547,36694,7,3,8,5,3,16,33.261774209327996,24.17646566685289,user_stop,False,,usage,0,qwen2.5-7b-instruct,54df910e-b749-48b6-8cc1-3f4287922c76,2026-09-18T17:43:04.900044,2026-09-18T17:43:38.162673,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,28,0,626729,23,12,1,1,1,1,False,0.0,5499,345491,34,27,35,8,27,70,293.76716095767915,274.0780712105334,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,abac311a-795f-4aa6-8896-d242772899e9,2026-09-18T17:43:38.431973,2026-09-18T17:48:32.203867,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,29,0,626729,34,17,2,0,1,1,False,0.0,6123,508652,50,6,51,45,6,102,361.2020507492125,286.80544629879296,max_steps,True,,usage,0,qwen2.5-7b-instruct,42f952f8-f8b3-477a-8470-f74e5b416984,2026-09-18T17:48:32.300892,2026-09-18T17:54:33.509903,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,30,0,626729,10,5,2,0,1,1,False,0.0,3392,426605,50,5,51,45,5,101,253.48124112468213,160.42652687616646,max_steps,True,,usage,0,qwen2.5-7b-instruct,854bbb16-1832-47da-bfdd-f02ee167d5a9,2026-09-18T17:54:33.615233,2026-09-18T17:58:47.102144,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,31,0,626729,15,8,1,0,2,1,False,0.0,2623,363354,50,16,51,34,16,101,199.31037945859134,121.79035109002143,max_steps,True,,usage,0,qwen2.5-7b-instruct,e941205d-5512-4436-a329-53f2fabab2aa,2026-09-18T17:58:47.212763,2026-09-18T18:02:06.528070,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,32,0,626729,41,21,1,1,1,1,False,0.0,690,67596,12,5,13,8,5,26,43.84724324941635,31.346542915329337,user_stop,False,,usage,0,qwen2.5-7b-instruct,d2ee02db-df8b-4092-af68-963abcb0d4ae,2026-09-18T18:02:06.695861,2026-09-18T18:02:50.544551,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,33,0,626729,45,23,1,1,1,1,False,0.0,1072,77916,12,7,13,7,7,27,61.24848354049027,51.057237749919295,user_stop,False,,usage,0,qwen2.5-7b-instruct,62c95326-e627-4124-9724-73e44e0b23e4,2026-09-18T18:02:50.821151,2026-09-18T18:03:52.067262,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,34,0,626729,43,22,1,0,2,1,True,1.0,979,54171,9,3,10,7,3,20,61.423348541371524,44.5398077480495,user_stop,False,,usage,0,qwen2.5-7b-instruct,790a2b4b-cc2b-43af-9dae-303f28384595,2026-09-18T18:03:52.345438,2026-09-18T18:04:53.769007,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,35,0,626729,37,19,1,0,2,1,False,0.0,1049,78341,13,5,14,9,5,28,63.99904212448746,48.25687825214118,user_stop,False,,usage,0,qwen2.5-7b-instruct,b923fd8e-2979-43b7-8c7b-11f17236860b,2026-09-18T18:04:54.052289,2026-09-18T18:05:58.052716,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,36,0,626729,22,11,2,0,1,1,False,0.0,3751,428183,50,1,51,49,1,101,296.64611766673625,175.56126950215548,max_steps,True,,usage,0,qwen2.5-7b-instruct,81bc1770-f5ac-4c46-9d41-bc6d3d58a574,2026-09-18T18:05:58.352451,2026-09-18T18:10:55.004101,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,37,0,626729,32,16,2,1,2,1,False,0.0,2434,104825,13,9,14,9,9,32,134.40212083235383,113.92535820696503,user_stop,False,,usage,0,qwen2.5-7b-instruct,429108b8-4c6e-43e5-9b15-b6f18091bbe7,2026-09-18T18:10:55.126875,2026-09-18T18:13:09.530990,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,38,0,626729,9,5,1,0,2,1,False,0.0,4958,435348,50,27,51,24,27,102,281.9317187499255,228.9567267978564,max_steps,True,,usage,0,qwen2.5-7b-instruct,b24d28c7-70d7-4af7-8ece-449bc131b124,2026-09-18T18:13:09.808742,2026-09-18T18:17:51.745811,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,39,0,626729,12,6,2,0,1,1,False,0.0,2623,513913,50,8,51,48,8,107,204.23661033343524,133.4603451238945,max_steps,True,,usage,0,qwen2.5-7b-instruct,26ddca70-fda8-4e68-81dd-9b9fa1d3e914,2026-09-18T18:17:51.861150,2026-09-18T18:21:16.102931,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,40,0,626729,7,4,1,0,2,1,False,0.0,1321,117506,20,10,21,11,10,42,80.84585329145193,58.611346665769815,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,4377a65a-4fb8-46fe-a004-3e79b238e951,2026-09-18T18:21:16.231244,2026-09-18T18:22:37.078958,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,41,0,626729,25,13,1,1,1,1,True,1.0,1052,103361,18,6,19,13,6,38,73.45840008277446,48.16072996053845,user_stop,False,,usage,0,qwen2.5-7b-instruct,7fd275fa-0846-48bd-840e-fd36bf2f5463,2026-09-18T18:22:37.200877,2026-09-18T18:23:50.660986,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,42,0,626729,31,16,1,1,1,1,False,0.0,5507,454160,50,39,51,19,39,109,306.91292895842344,252.95928541757166,max_steps,True,,usage,0,qwen2.5-7b-instruct,aa397d0d-a802-4271-b164-98e4cd2e2f0f,2026-09-18T18:23:50.974937,2026-09-18T18:28:57.893200,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,43,0,626729,6,3,2,0,1,1,False,0.0,4897,470890,50,5,51,45,5,101,397.08047904167324,233.72091262694448,max_steps,True,,usage,0,qwen2.5-7b-instruct,d36d28e5-7a13-4a43-a2d1-da3f97a8be9c,2026-09-18T18:28:58.034538,2026-09-18T18:35:35.121290,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,44,0,626729,35,18,1,1,1,1,False,0.0,2142,108212,16,9,17,12,9,38,127.40037670917809,94.65942133683711,user_stop,False,,usage,0,qwen2.5-7b-instruct,37db696a-1f02-4eb0-b03e-d9e9efb78de6,2026-09-18T18:35:35.270522,2026-09-18T18:37:42.673005,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,45,0,626729,8,4,2,0,1,1,False,0.0,382,48925,9,3,10,7,3,20,30.02669612504542,18.48540524765849,user_stop,False,,usage,0,qwen2.5-7b-instruct,06b9f705-61b1-49c8-a312-e20739b48efe,2026-09-18T18:37:43.089933,2026-09-18T18:38:13.116147,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,46,0,626729,11,6,1,0,2,1,False,0.0,585,76842,13,4,14,10,4,28,42.498075666837394,28.402248789556324,user_stop,False,,usage,0,qwen2.5-7b-instruct,32609e77-61a8-4b37-a701-2855430466c9,2026-09-18T18:38:13.433991,2026-09-18T18:38:55.933006,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,47,0,626729,36,18,2,1,2,1,False,0.0,1983,350255,50,1,51,49,1,101,163.92781808320433,94.35808457992971,max_steps,True,,usage,0,qwen2.5-7b-instruct,292df96d-a7a6-416c-9a7b-f5000f2bc647,2026-09-18T18:38:56.241520,2026-09-18T18:41:40.173653,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,48,0,626729,33,17,1,0,2,1,False,0.0,1110,73510,12,4,13,9,4,26,65.40525033324957,50.58680471032858,user_stop,False,,usage,0,qwen2.5-7b-instruct,271e1b73-ef75-439c-bdbf-71223628fa51,2026-09-18T18:41:40.327378,2026-09-18T18:42:45.733854,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,49,0,626729,39,20,1,1,1,1,False,0.0,3930,538718,50,23,51,27,23,101,252.8779456662014,208.57875824533403,max_steps,True,,usage,0,qwen2.5-7b-instruct,472dbbc4-1f13-4c37-acc6-6726ba1744fc,2026-09-18T18:42:46.147232,2026-09-18T18:46:59.029921,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,1,1,373753,80,40,2,0,1,2,True,1.0,1516,122242,18,8,19,11,8,38,90.95223333220929,70.6999479169026,user_stop,False,,usage,0,qwen2.5-7b-instruct,8e029f03-7f10-4b5f-b1f3-9ecf52b33d49,2026-09-18T18:46:59.208281,2026-09-18T18:48:30.162315,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,2,1,373753,91,46,1,0,2,2,True,1.0,2936,209857,25,8,26,18,8,52,180.75343187525868,137.85431674588472,user_stop,False,,usage,0,qwen2.5-7b-instruct,902b1110-c88f-4106-9ffe-9542800f55a0,2026-09-18T18:48:30.551251,2026-09-18T18:51:31.307675,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,3,1,373753,95,48,1,0,2,2,False,0.0,480,54027,10,4,11,7,4,22,35.082191000692546,22.157450416125357,user_stop,False,,usage,0,qwen2.5-7b-instruct,ab594fe6-44ab-4958-b91e-48889a5b5887,2026-09-18T18:51:31.641355,2026-09-18T18:52:06.724522,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,4,1,373753,94,47,2,0,1,2,False,0.0,1349,179265,29,10,30,20,10,60,98.06058866716921,61.7042241692543,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,e9b5b34c-a52f-4201-8d24-1dbe23eed752,2026-09-18T18:52:07.044450,2026-09-18T18:53:45.107538,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,5,1,373753,63,32,1,1,1,2,False,0.0,1133,110928,18,6,19,13,6,38,81.56948470789939,51.89197391830385,user_stop,False,,usage,0,qwen2.5-7b-instruct,d5a952b2-efd0-4c05-bb70-37eba56459e5,2026-09-18T18:53:45.323934,2026-09-18T18:55:06.895168,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
