task_id,benchmark,variant,variant_letter,trial,arrival_index,pair_index,orientation,pass,start_ts,n_llm_calls,prompt_tokens,completion_tokens,tokens_estimated,n_executions,repair_rounds,self_test_passed,success,sandbox_flag,timed_out,error,model,model_kind,endpoint,harness_git_hash,config_hash,connection_retries,verify_seconds,sentinel_seen,hack_flags,static_flags,sandbox_kind,sandbox_profile_sha256,latency_scope,latency_s,entry_point_defined,verify_returncode,sandbox_limits_applied,end_ts
mbpp/721,mbpp,single_shot,A,1,11,6,1,1,2026-09-18T14:54:25Z,1,173,23,,1,0,,False,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015101499855518341,False,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.0002560419961810112,True,1,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/573,mbpp,self_test_repair,B,1,12,6,1,1,2026-09-18T14:54:25Z,2,287,65,,2,0,True,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015097499825060368,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.022344082593917847,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/278,mbpp,self_test_repair,B,1,1,1,1,2,2026-09-18T14:54:25Z,2,305,72,,2,0,True,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015108625404536724,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.022608540952205658,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/430,mbpp,single_shot,A,1,2,1,1,2,2026-09-18T14:54:25Z,1,85,28,,1,0,,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015329834073781967,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.000171000137925148,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/441,mbpp,self_test_repair,B,1,3,2,1,2,2026-09-18T14:54:25Z,4,826,111,,4,2,False,False,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015405667014420033,False,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.06923037488013506,True,1,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
humaneval/151,humaneval,single_shot,A,1,4,2,1,2,2026-09-18T14:54:25Z,1,173,25,,1,0,,False,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015453416854143143,False,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,3.862474113702774e-05,True,1,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
humaneval/62,humaneval,self_test_repair,B,1,5,3,1,2,2026-09-18T14:54:25Z,2,426,117,,2,0,True,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015100332908332348,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.022881582379341125,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/57,mbpp,single_shot,A,1,6,3,1,2,2026-09-18T14:54:25Z,1,95,44,,1,0,,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.014878957532346249,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.00019829068332910538,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
humaneval/116,humaneval,self_test_repair,B,1,7,4,1,2,2026-09-18T14:54:25Z,2,562,165,,2,0,True,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015549582429230213,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.022923707962036133,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/606,mbpp,single_shot,A,1,8,4,1,2,2026-09-18T14:54:25Z,1,82,23,,1,0,,False,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.015143374912440777,False,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.0001855418086051941,True,1,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
humaneval/21,humaneval,self_test_repair,B,1,9,5,1,2,2026-09-18T14:54:25Z,3,740,183,,3,1,True,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.019874541088938713,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.04702687542885542,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
humaneval/91,humaneval,single_shot,A,1,10,5,1,2,2026-09-18T14:54:25Z,1,158,126,,1,0,,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.018409916199743748,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,4.7208741307258606e-05,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/721,mbpp,self_test_repair,B,1,11,6,1,2,2026-09-18T14:54:25Z,2,525,143,,2,0,True,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.01513254176825285,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.02370299957692623,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
mbpp/573,mbpp,single_shot,A,1,12,6,1,2,2026-09-18T14:54:25Z,1,93,33,,1,0,,True,False,False,,mock-deterministic-v1,mock,mock,cb579f412a959c70b955bcbdddba0524d2c57618,2dfb51966780698be326a8897c9e384a5513a7c1a47505c42b8a15c6c5baaf5b,0,0.014899957925081253,True,[],[],seatbelt,6370c169267c3f31d3df6321b8acd6b3a363619634835c70854a9bf3952ed900,llm_calls+self_tests; excludes hidden-test verification,0.0002077501267194748,True,0,"RLIMIT_CPU=10,RLIMIT_NPROC=64",2026-09-18T14:54:25Z
